TF_id,num_TFHit_input,inputRatio,bgRatio,pvalue,odds_ratio,padj,qvalue,rank,symbol,fullname,Second
AT2G47810,38,38/920,621/31393,1.9382367510705345e-5,2.2088331951217093,0.014246040120368429,9.505364597801663e-6,678,NF-YB5,"nuclear factor Y, subunit B5",NA
AT2G40260,57,57/920,1088/31393,1.969642899253154e-5,1.8861203530098412,0.01445717888051815,9.6451585272706e-6,679,NA,NA,NA
AT1G71930,52,52/920,963/31393,2.055091788136271e-5,1.9439645686209566,0.015063822807038867,1.0048794405225147e-5,680,ANAC030,Arabidopsis NAC domain containing protein 30,VND7--vascular related NAC-domain protein 7
AT5G51190,88,88/920,1916/31393,2.0846169430431304e-5,1.6573771962713082,0.015259396023075715,1.0178195793859629e-5,681,ERF105,ethylene response factor 105,NA
AT2G40950,43,43/920,742/31393,2.0912170345051127e-5,2.0884012724679293,0.015286796522232374,1.01954496183717e-5,682,BZIP17,NA,NA
AT3G21270,44,44/920,768/31393,2.214307383695188e-5,2.06379649280458,0.01616444390097487,1.0768837940736308e-5,683,ADOF2,DOF zinc finger protein 2,DOF2--DOF zinc finger protein 2
AT1G24590,48,48/920,866/31393,2.2153038049514697e-5,1.9955217514860406,0.01616444390097487,1.0768837940736308e-5,684,DRN-LIKE,DORNROSCHEN-LIKE,"DRNL--DORNROSCHEN-like,   ESR2--ENHANCER OF SHOOT REGENERATION 2,   SOB2--FOR SUPPRESSOR OF PHYTOCHROMEB-4  2"
AT2G20110,46,46/920,817/31393,2.230233179822217e-5,2.0275157462609377,0.016236097549105738,1.082558441300565e-5,685,NA,NA,NA
AT5G65320,31,31/920,466/31393,2.3357458705052552e-5,2.4077852249935963,0.016980872478573206,1.1321217229489758e-5,686,NA,NA,NA
AT2G18350,30,30/920,444/31393,2.3525600557611747e-5,2.447232379642879,0.01707958600482613,1.1386116718203647e-5,687,AtHB24,homeobox protein 24,"HB24--homeobox protein 24,   ZHD6--ZINC FINGER HOMEODOMAIN 6"
AT1G66470,58,58/920,1121/31393,2.3786047511418267e-5,1.8615923023743577,0.017244884445778243,1.1495437205736298e-5,688,AtRHD6,NA,RHD6--ROOT HAIR DEFECTIVE6
AT1G66140,45,45/920,795/31393,2.4027584461164923e-5,2.038188253349419,0.017395971149883404,1.1595314707311082e-5,689,ZFP4,zinc finger protein 4,NA
AT1G71200,13,13/920,112/31393,2.5318043100312714e-5,4.397037567392712,0.01830494516152609,1.2200361349063735e-5,690,bHLH160,Basic Helix Loop Helix 160,CITF1--Cu-deficiency Induced Transcription Factor 1
AT4G11070,43,43/920,753/31393,2.9533124657369977e-5,2.0552858676946104,0.021322916002621123,1.4210946379993512e-5,691,AtWRKY41,NA,WRKY41--NA
AT3G16770,108,108/920,2498/31393,3.0442875995239686e-5,1.56279604173006,0.021949313592567812,1.4627537960140455e-5,692,ATEBP,ethylene-responsive element binding protein,"EBP--ethylene-responsive element binding protein,   ERF72--ETHYLENE RESPONSE FACTOR 72,   RAP2.3--RELATED TO AP2 3"
AT4G14770,72,72/920,1508/31393,3.6239590797991505e-5,1.7168148121158,0.026092505374553883,1.738768245358178e-5,693,ATTCX2,TESMIN/TSO1-LIKE CXC 2,"SOL2--NA,   TCX2--TESMIN/TSO1-like CXC 2"
AT5G14750,51,51/920,959/31393,3.656655638232312e-5,1.9108857906431413,0.026291354038890324,1.7519279534758557e-5,694,ATMYB66,myb domain protein 66,"MYB66--myb domain protein 66,   WER--WEREWOLF,   WER1--WEREWOLF 1"
AT3G16857,37,37/920,617/31393,3.8098223089248416e-5,2.1595761137522094,0.02735452417808036,1.822684773694259e-5,695,ARR1,response regulator 1,RR1--response regulator 1
AT4G00540,18,18/920,206/31393,4.0237530853731925e-5,3.214415710827749,0.02885030962212579,1.9222670989749806e-5,696,ATMYB3R2,myb domain protein 3r2,"MYB3R-2--MYB DOMAIN PROTEIN 3R2,   MYB3R2--myb domain protein 3r2,   PC-MYB2--C-MYB-LIKE TRANSCRIPTION FACTOR 3R-2"
AT1G28160,71,71/920,1487/31393,4.102210663396485e-5,1.7160410720843877,0.029371828349918833,1.956936937703488e-5,697,NA,NA,NA
AT5G56840,34,34/920,551/31393,4.431237353221582e-5,2.223473599840035,0.03168334707553431,2.1108687964844925e-5,698,NA,NA,NA
AT3G61830,25,25/920,350/31393,4.502197262061911e-5,2.5910217732927587,0.03214568845112204,2.1416031325258732e-5,699,ARF18,auxin response factor 18,NA
AT5G65640,23,23/920,308/31393,4.548739844493016e-5,2.715677370838099,0.0324325150912352,2.1606514261341823e-5,700,bHLH093,beta HLH protein 93,NFL--NO FLOWERING IN SHORT DAY
AT5G65230,29,29/920,438/31393,4.607359679827142e-5,2.39233151702652,0.03280440092036925,2.185373885224714e-5,701,AtMYB53,myb domain protein 53,MYB53--myb domain protein 53
AT3G62340,53,53/920,1023/31393,5.1323964555955e-5,1.8593154128992857,0.036491338799284005,2.4309427656488656e-5,702,AtWRKY68,NA,WRKY68--NA
AT4G21040,51,51/920,972/31393,5.1526238480000105e-5,1.8831032025052983,0.036583629320800073,2.437051820000005e-5,703,AtDOF4.3,NA,DOF4.3--DNA-binding with One Finger 4.3
AT2G18490,28,28/920,419/31393,5.2702771847146436e-5,2.4148945101371155,0.03736626523962682,2.489157903292072e-5,704,GAZ,GA- AND ABA-RESPONSIVE ZINC FINGER,NA
AT1G26945,6,6/920,24/31393,5.3353138520998744e-5,11.103135648055702,0.03777402207286711,2.5163005047137702e-5,705,KDR,KIDARI,PRE6--PACLOBUTRAZOL RESISTANCE 6
AT2G42200,71,71/920,1500/31393,5.376649949053069e-5,1.6996689064047645,0.038012915139805196,2.5322041190653616e-5,706,AtSPL9,NA,SPL9--squamosa promoter binding protein-like 9
AT1G13600,21,21/920,271/31393,5.654905872222103e-5,2.8237767523911628,0.039923635457888046,2.659485434955939e-5,707,AtbZIP58,basic leucine-zipper 58,bZIP58--basic leucine-zipper 58
AT5G09410,74,74/920,1584/31393,5.673694745896855e-5,1.677711780555774,0.03999954795857283,2.664552970354102e-5,708,CAMTA1,calmodulin-binding transcription activator 1,EICBP.B--ethylene induced calmodulin binding protein
AT3G10760,30,30/920,466/31393,5.732113775449535e-5,2.3221116734049234,0.04035408097916472,2.688191580164979e-5,709,NA,NA,NA
AT1G79430,61,61/920,1240/31393,6.290697557974252e-5,1.7643751754595545,0.04422360383255899,2.9459956873611813e-5,710,APL,ALTERED PHLOEM DEVELOPMENT,WDY--WOODY
AT3G47500,45,45/920,829/31393,6.474300213021033e-5,1.9474796809044626,0.04544958749540765,3.0277142346406375e-5,711,CDF3,cycling DOF factor 3,NA
AT1G64380,48,48/920,905/31393,6.566165826799851e-5,1.9022322651888215,0.04602882244586695,3.0663625525434694e-5,712,NA,NA,NA
AT4G37940,58,58/920,1163/31393,6.580905431373482e-5,1.788190434888257,0.04606633801961437,3.068935562316526e-5,713,AGL21,AGAMOUS-like 21,NA
AT4G26150,43,43/920,780/31393,6.617905301884516e-5,1.9782057792687406,0.04625915806017277,3.078002087317673e-5,714,CGA1,cytokinin-responsive gata factor 1,"GATA22--GATA TRANSCRIPTION FACTOR 22,   GNL--GNC-LIKE"
AT2G22800,21,21/920,274/31393,6.622865514384932e-5,2.7900208941583613,0.04625915806017277,3.078002087317673e-5,715,HAT9,NA,NA
AT5G56270,55,55/920,1085/31393,6.628118780509636e-5,1.8174330771681644,0.04625915806017277,3.078002087317673e-5,716,ATWRKY2,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 2,WRKY2--WRKY DNA-binding protein 2
AT1G30810,25,25/920,359/31393,6.780664616565415e-5,2.520632494644494,0.04719342573129529,3.144450467235705e-5,717,JMJ18,Jumonji domain-containing protein 18,NA
AT1G66550,59,59/920,1192/31393,7.007772961698342e-5,1.774465209159467,0.04870402208380348,3.2452430498115583e-005,718,ATWRKY67,NA,WRKY67--WRKY DNA-binding protein 67
AT5G43170,18,18/920,215/31393,7.027650507078931e-5,3.066667475675004,0.048771894519127786,3.249921826987127e-5,719,AZF3,zinc-finger protein 3,ZF3--zinc-finger protein 3
AT2G28610,22,22/920,296/31393,7.0741131252257075e-005,2.6998705260470923,0.04902360395781415,3.266864741857705e-5,720,PRS,PRESSED FLOWER,"PRS1--PRESSED FLOWER 1,   WOX3--WUSCHEL RELATED HOMEOBOX 3"
AT4G01280,39,39/920,686/31393,7.513290342392605e-5,2.04051410421392,0.051991969169356826,3.4648669054723174e-5,721,RVE5,REVEILLE 5,NA
AT3G52440,46,46/920,860/31393,7.61647108188482e-5,1.917652530620513,0.0526298151758241,3.5075853666574826e-5,722,NA,NA,NA
AT1G09770,67,67/920,1411/31393,7.951431798892879e-5,1.7023213446844705,0.054864879412360866,3.652813290854221e-5,723,ATCDC5,ARABIDOPSIS THALIANA CELL DIVISION CYCLE 5,"ATMYBCDC5--ARABIDOPSIS THALIANA MYB DOMAIN CELL DIVISION CYCLE 5,   CDC5--cell division cycle 5"
AT2G46830,60,60/920,1224/31393,7.953794955123176e-5,1.7566702372054548,0.054864879412360866,3.652813290854221e-5,724,AtCCA1,NA,CCA1--circadian clock associated 1
AT3G61250,33,33/920,545/31393,8.181589689174703e-5,2.177025727655254,0.056289337061521956,3.752246305724949e-5,725,AtMYB17,myb domain protein 17,"LMI2--LATE MERISTEM IDENTITY2,   MYB17--myb domain protein 17"
AT5G19790,61,61/920,1253/31393,8.403531935645262e-5,1.7443586390486399,0.057732264397882954,3.848253479162163e-5,726,RAP2.11,related to AP2 11,NA
AT1G75520,14,14/920,143/31393,8.414076028122986e-5,3.634299006050916,0.057732264397882954,3.848253479162163e-5,727,SRS5,SHI-related sequence 5,NA
AT3G14180,68,68/920,1442/31393,8.633127945222373e-5,1.6902466366034838,0.05913692642477325,3.9430151672890644e-5,728,ASIL2,Arabidopsis 6B-interacting  protein 1-like 2,NA
AT1G69600,29,29/920,454/31393,8.673041577451504e-5,2.301014662436352,0.05932360438976829,3.9545644350373136e-5,729,ATHB29,ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 29,"ZFHD1--zinc finger homeodomain  1,   ZHD11--ZINC FINGER HOMEODOMAIN 11"
AT5G43540,31,31/920,500/31393,8.68220161677365e-5,2.2308052736336292,0.05932360438976829,3.9545644350373136e-5,730,NA,NA,NA
AT3G57800,41,41/920,740/31393,8.712327008198969e-5,1.9867456337900693,0.05941807019591697,3.9628573600905015e-5,731,NA,NA,NA
AT2G29060,18,18/920,220/31393,9.438057300205638e-5,2.99027478173419,0.06427317021440039,4.28709569988849e-5,732,NA,NA,NA
AT1G26780,34,34/920,573/31393,9.494981638403937e-5,2.1310616557711777,0.06456587514114677,4.307068751390599e-5,733,AtMYB117,myb domain protein 117,"LOF1--LATERAL ORGAN FUSION 1,   MYB117--myb domain protein 117"
AT1G62360,35,35/920,598/31393,9.860462665751522e-5,2.1009533227076336,0.06695254150045284,4.466762719839756e-5,734,BUM,BUMBERSHOOT,"BUM1--BUMBERSHOOT 1,   SHL--SHOOTLESS,   STM--SHOOT MERISTEMLESS,   WAM--WALDMEISTER,   WAM1--WALDMEISTER 1"
AT3G15270,83,83/920,1865/31393,1.0466255995109962e-4,1.596538580620949,0.07096121564684554,4.734734854930696e-5,735,SPL5,squamosa promoter binding protein-like 5,NA
AT4G13620,60,60/920,1237/31393,1.0599841739385648e-4,1.7364973919838929,0.07176092857564084,4.788651329274087e-5,736,NA,NA,NA
AT1G69490,69,69/920,1480/31393,1.0742217908795034e-4,1.6699649156183982,0.07261739306345442,4.846387319775235e-5,737,ANAC029,Arabidopsis NAC domain containing protein 29,"ATNAP--NAC-LIKE, ACTIVATED BY AP3/PI,   NAP--NAC-like, activated by AP3/PI"
AT5G05090,29,29/920,460/31393,1.0885860863318674e-4,2.2687279322950356,0.07347956082740105,4.904537584083277e-5,738,NA,NA,NA
AT5G15160,17,17/920,203/31393,1.1018178937948778e-4,3.0652993914312603,0.07426252604177476,4.9574350431230966e-5,739,BHLH134,BASIC HELIX-LOOP-HELIX PROTEIN 134,BNQ2--BANQUO 2
AT1G13400,27,27/920,415/31393,1.1103608466974433e-4,2.3442905579881193,0.07472728498273794,4.989121371985133e-5,740,JGL,JAGGED-LIKE,NUB--NUBBIN
AT5G43410,52,52/920,1031/31393,1.1797053647199523e-4,1.8047058422611584,0.0792762005091808,5.293549713486965e-5,741,ERF96,ETHYLENE RESPONSE FACTOR 96,NA
AT2G20880,52,52/920,1032/31393,1.2081759950756523e-4,1.8028067294463774,0.08106860926957628,5.413996204348442e-5,742,AtERF53,NA,ERF53--ERF domain 53
AT2G46510,57,57/920,1165/31393,1.254808393033944e-4,1.7504259504479658,0.08407216233327423,5.615394221854459e-5,743,AIB,ABA-inducible BHLH-type transcription factor,"ATAIB--ABA-inducible BHLH-type transcription factor,   bHLH017--NA,   bHLH17--NA,   JAM1--JA-associated MYC2-like 1"
AT1G29950,13,13/920,131/31393,1.3009243382816832e-4,3.6864306656946,0.08703183823104461,5.813942775250801e-5,744,SACL3,NA,NA
AT3G49850,30,30/920,489/31393,1.3484377173544518e-4,2.204105038082059,0.09007563951927738,6.0181951814812776e-5,745,ATTRB3,NA,"TBP2--TELOMERE-BINDING PROTEIN 2,   TRB3--telomere repeat binding factor 3"
AT5G65100,19,19/920,249/31393,1.531892834566258e-4,2.772681978845967,0.10217725206556941,6.827806534762476e-5,746,NA,NA,NA
AT5G56620,24,24/920,356/31393,1.539250024606351e-4,2.4316166376886477,0.10251405163878297,6.851414098816754e-5,747,anac099,NAC domain containing protein 99,NAC099--NAC domain containing protein 99
AT4G37180,40,40/920,736/31393,1.5814017800734237e-4,1.9446354466056817,0.10516321837488268,7.029626896716755e-5,748,HHO5,HRS1 HOMOLOG5,UIF1--ULT1 INTERACTING FACTOR 1
AT4G16150,101,101/920,2413/31393,1.8678313721337268e-4,1.5020622948908504,0.12402400310967945,8.291774782836638e-5,749,CAMTA5,calmodulin-binding transcription activator 2,NA
AT4G28610,34,34/920,594/31393,1.8707513317598278e-4,2.049725474147246,0.12403081329567658,8.29366423746857e-5,750,AtPHR1,NA,PHR1--phosphate starvation response  1
AT3G22830,67,67/920,1454/31393,1.879236861872148e-4,1.6471094274130724,0.12440548025593619,8.320189834520494e-5,751,AT-HSFA6B,ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A6B,HSFA6B--heat shock transcription factor  A6B
AT5G59570,20,20/920,274/31393,1.8861693432574848e-4,2.643695430640587,0.12467579358931975,8.339778013738213e-5,752,BOA,BROTHER OF LUX ARRHYTHMO,NA
AT5G47370,26,26/920,406/31393,1.893781563620234e-4,2.3029916029627593,0.12498958319893544,8.361071333120906e-5,753,HAT2,NA,NA
AT2G17770,13,13/920,136/31393,1.8960143714806508e-4,3.536354663481994,0.12498958319893544,8.361071333120906e-5,754,ATBZIP27,basic region/leucine zipper motif 27,"BZIP27--basic region/leucine zipper motif 27,   FDP--FD PARALOG"
AT5G45050,43,43/920,820/31393,1.9820161351869487e-4,1.8738893122679308,0.13041666169530122,8.728746555624642e-5,755,ATWRKY16,NA,WRKY16--NA
AT1G66370,25,25/920,385/31393,2.0210528731620027e-4,2.336413244930933,0.1327831737667436,8.888889951406955e-5,756,AtMYB113,myb domain protein 113,MYB113--myb domain protein 113
AT1G04370,44,44/920,847/31393,2.0586449366896461e-4,1.8558920568454877,0.1350471078468408,9.042264748339594e-5,757,ATERF14,Ethylene-responsive element binding factor 14,"ERF14--Ethylene-responsive element binding factor 14,   ERF97--NA"
AT4G37260,26,26/920,409/31393,2.124634114029043e-4,2.284649424258214,0.1391635344689023,9.319800038451936e-5,758,ATMYB73,NA,MYB73--myb domain protein 73
AT5G50570,28,28/920,456/31393,2.191774088552464e-4,2.20349150246146,0.14334202539133115,9.601645381339845e-5,759,SPL13,SQUAMOSA PROMOTER-BINDING PROTEIN LIKE 13,SPL13A--SQUAMOSA PROMOTER-BINDING PROTEIN LIKE 13A
AT3G46080,24,24/920,366/31393,2.3253680428069961e-4,2.359775169264489,0.15184653319529684,1.0173485187280607e-4,760,NA,NA,NA
AT1G71450,56,56/920,1167/31393,2.3403212584537138e-4,1.7129130648580817,0.15258894605118214,1.0225450964991587e-4,761,FUF1,FYF UP-REGULATING 321 FACTOR 1,NA
AT1G19510,33,33/920,577/31393,2.3451770286896236e-4,2.0467128351703723,0.1526710245676945,1.0233219974269025e-4,762,ATRL5,RAD-like 5,"RL5--RAD-like 5,   RSM4--RADIALIS-LIKE SANT/MYB 4"
AT3G56980,25,25/920,389/31393,2.3643569882891843e-4,2.310434814432848,0.15368320423879697,1.0303390545296903e-4,763,BHLH039,NA,"bHLH39--basic helix-loop-helix 39,   ORG3--OBP3-RESPONSIVE GENE 3"
AT5G04340,38,38/920,701/31393,2.4039512800780942e-4,1.9371051689199623,0.1560164380770683,1.046222252128228e-4,764,AtZAT6,NA,"C2H2--NA,   CZF2--COLD INDUCED ZINC FINGER PROTEIN 2,   ZAT6--zinc finger of Arabidopsis thaliana 6"
AT4G23750,63,63/920,1358/31393,2.4327201193560121e-4,1.6562835010425787,0.1576402637342696,1.057358744687417e-4,765,CRF2,cytokinin response factor 2,TMO3--TARGET OF MONOPTEROS 3
AT1G71692,52,52/920,1063/31393,2.468281949050283e-4,1.745758363174036,0.1596978421035533,1.0714148146987193e-4,766,AGL12,AGAMOUS-like 12,XAL1--XAANTAL1
AT1G02065,28,28/920,460/31393,2.525778427825901e-4,2.1827859718641003,0.1631652864375532,1.0949430603026232e-4,767,SPL8,squamosa promoter binding protein-like 8,NA
AT2G48100,35,35/920,629/31393,2.577841645135473e-4,1.9892600958162214,0.16627078611123802,1.1160577434994072e-4,768,NA,NA,NA
AT4G11140,60,60/920,1280/31393,2.610401237564315e-4,1.6728333828547746,0.1681098396991419,1.1284829991465159e-4,769,CRF1,cytokinin response factor 1,NA
AT1G52890,38,38/920,704/31393,2.61332905065509e-4,1.928188780469303,0.1681098396991419,1.1284829991465159e-4,770,ANAC019,NAC domain containing protein 19,"ANAC19--NA,   NAC019--NAC domain containing protein 19"
AT5G45980,40,40/920,758/31393,2.879459163192863e-4,1.8836891470833625,0.18486127827698182,1.2417901060462084e-4,771,STPL,STIMPY-LIKE,"WOX8--WUSCHEL related homeobox 8,   WOX9B--WUSCHEL related homeobox 9B"
AT2G28700,41,41/920,784/31393,2.922830686859826e-4,1.8663837251363162,0.18735344702771484,1.2588616624104818e-4,772,AGL46,AGAMOUS-like 46,NA
AT5G46830,56,56/920,1178/31393,2.9503346478535977e-4,1.6954841870617563,0.18882141746263026,1.269063739212576e-4,773,ATNIG1,NACL-INDUCIBLE GENE 1,"bhlh28--NA,   MYC5--NA,   NIG1--NACL-inducible gene 1"
AT5G04390,31,31/920,536/31393,2.956845712739648e-4,2.0692172309755503,0.18894244104406352,1.2702211879663216e-4,774,NA,NA,NA
AT4G00940,19,19/920,263/31393,3.075102262750757e-4,2.6124089030220623,0.1961915243634983,1.31931806756726e-4,775,AtDOF4.1,NA,"DOF4.1--DNA binding with one finger 4.1,   ITD1--INTERCELLULAR TRAFFICKING DOF 1"
AT1G44810,26,26/920,419/31393,3.084815941579955e-4,2.2259497556911043,0.19650277547864314,1.320875058383175e-4,776,GPL4,GeBP-LIKE 4,NA
AT1G32510,68,68/920,1508/31393,3.086676452221736e-4,1.6091164197304109,0.19650277547864314,1.320875058383175e-4,777,ANAC011,NAC domain containing protein 11,NAC011--NAC domain containing protein 11
AT3G49760,38,38/920,712/31393,3.2537733763784754e-4,1.9048024922471258,0.20661460940003318,1.3905908067427287e-4,778,AtbZIP5,basic leucine-zipper 5,bZIP5--basic leucine-zipper 5
AT4G36060,23,23/920,352/31393,3.2689069051236136e-4,2.3492049174477705,0.2072486977848371,1.3952651424308107e-4,779,bHLH11,basic Helix-Loop-Helix 11,NA
AT1G64530,27,27/920,444/31393,3.278954651885463e-4,2.1791868638113407,0.2075578294643498,1.3977595150665593e-4,780,NLP6,NIN-like protein 6,NA
AT4G16110,40,40/920,763/31393,3.2832144950379157e-4,1.8703592875855293,0.2075578294643498,1.397783379769663e-4,781,ARR2,response regulator 2,RR2--response regulator 2
AT5G41410,24,24/920,375/31393,3.3167806626971434e-4,2.298534367729012,0.20928885981618975,1.4102679927708442e-4,782,BEL1,BELL 1,NA
AT5G21120,38,38/920,713/31393,3.3429707663267514e-4,1.9019184855052524,0.21060715827858534,1.4195884799535693e-4,783,EIL2,ETHYLENE-INSENSITIVE3-like 2,NA
AT2G18550,41,41/920,791/31393,3.4982597980508625e-4,1.848547804003487,0.22004054129739925,1.4836369679233565e-4,784,ATHB21,homeobox protein 21,"HB-2--homeobox-2,   HB21--homeobox protein 21"
AT5G56860,57,57/920,1216/31393,3.696420351532503e-4,1.67049424956396,0.2321351980762412,1.5656812317000728e-4,785,GATA21,GATA TRANSCRIPTION FACTOR 21,"GNC--GATA, nitrate-inducible, carbon metabolism-involved"
AT3G48160,94,94/920,2259/31393,3.825323099737777e-4,1.4879533263870468,0.23984775835355862,1.618218741301286e-4,786,DEL1,DP-E2F-like 1,"E2FE--NA,   E2L3--E2F-LIKE 3"
AT1G32240,51,51/920,1057/31393,3.875228002707725e-4,1.719007625045608,0.24258927296950358,1.6372469007627937e-4,787,KAN2,KANADI 2,NA
AT5G67190,68,68/920,1522/31393,3.972483056565677e-4,1.592853577186074,0.2482801910353548,1.6741621054046889e-4,788,DEAR2,DREB and EAR motif protein 2,NA
AT1G76510,35,35/920,644/31393,3.9726733869603e-4,1.9393002545600293,0.2482801910353548,1.6741621054046889e-4,789,ARID4,AT RICH INTERACTION DOMAIN 4,NA
AT4G21550,37,37/920,696/31393,4.173807503308594e-4,1.8957032526101647,0.2600282074561254,1.7566974618355788e-4,790,VAL3,VP1/ABI3-like 3,NA
AT1G69580,29,29/920,499/31393,4.225226713493414e-4,2.077546096388581,0.2628091015792903,1.7760908751410367e-4,791,NA,NA,NA
AT1G75430,15,15/920,187/31393,4.3354803286678543e-4,2.919726208975401,0.26923332841027375,1.820135365255128e-4,792,BLH11,BEL1-like homeodomain 11,NA
AT4G12020,46,46/920,930/31393,4.3670023017259793e-4,1.7616263800354546,0.2707541427070107,1.8310570811146126e-4,793,ATWRKY19,NA,"MAPKKK11--MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 11,   MEKK4--MAPK/ERK KINASE KINASE 4,   WRKY19--NA"
AT3G10490,34,34/920,623/31393,4.4381969273027074e-4,1.9469629332017777,0.2747243898000376,1.858564834166436e-4,794,ANAC051,Arabidopsis NAC domain containing protein 51,"ANAC052--NAC domain containing protein 52,   NAC052--NAC domain containing protein 52,   SGS1--SUPPRESSOR OF GENE SILENCING 1"
AT5G60470,18,18/920,250/31393,4.5567746860397104e-4,2.6010743008569657,0.2816086755972541,1.9058208592556022e-4,795,EGRET,EGRET,NA
AT1G50600,8,8/920,63/31393,4.91325177331718e-4,4.850994333048333,0.30314763441367004,2.052331927924576e-4,796,SCL5,scarecrow-like 5,NA
AT3G45260,47,47/920,962/31393,4.958362103600198e-4,1.7391098485325787,0.3054351055817722,2.068576410849518e-4,797,BIB,BALDIBIS,NA
AT5G12330,16,16/920,210/31393,5.014568568462417e-4,2.7622672164109954,0.30839596696043864,2.088828126507987e-4,798,LRP1,LATERAL ROOT PRIMORDIUM 1,NA
AT1G02040,24,24/920,386/31393,5.019469693473328e-4,2.2279972679947484,0.30839596696043864,2.088828126507987e-4,799,NA,NA,NA
AT1G50640,107,107/920,2660/31393,5.101268102071646e-4,1.4392941428194839,0.31270773465699186,2.1202145549235275e-4,800,ATERF3,NA,ERF3--ethylene responsive element binding factor 3
AT4G00730,29,29/920,505/31393,5.1164316809096e-4,2.0510250065461757,0.3131256188716675,2.1238620897658447e-4,801,AHDP,ARABIDOPSIS THALIANA HOMEODOMAIN PROTEIN,ANL2--ANTHOCYANINLESS 2
AT1G22490,11,11/920,114/31393,5.341253789631293e-4,3.5677879684519884,0.326350606546472,2.2144225499406544e-4,802,bHLH094,NA,bHLH94--NA
AT2G31070,46,46/920,941/31393,5.599537282162879e-4,1.7393285123587008,0.34157177421193563,2.318612884581765e-4,803,TCP10,TCP domain protein 10,NA
AT2G37430,39,39/920,759/31393,5.697701862152133e-4,1.8293525725565225,0.3469900434050649,2.3563257079173934e-4,804,ZAT11,zinc finger of Arabidopsis thaliana 11,NA
AT3G03660,32,32/920,583/31393,5.856438461283813e-4,1.9568813452277372,0.3560714584460558,2.418963712269401e-4,805,WOX11,WUSCHEL related homeobox 11,NA
AT5G62165,37,37/920,709/31393,5.880682208936886e-4,1.8582522820577372,0.356957410082469,2.425963814480787e-4,806,AGL42,AGAMOUS-like 42,FYF--FOREVER YOUNG FLOWER
AT2G42830,44,44/920,894/31393,6.379873094364767e-4,1.7504434813410648,0.38662030951850485,2.628634205546821e-4,807,AGL5,AGAMOUS-like 5,SHP2--SHATTERPROOF 2
AT1G21970,36,36/920,687/31393,6.437416024585504e-4,1.8655478767289684,0.38946366948742295,2.6490604309092577e-4,808,AtLEC1,NA,"EMB 212--EMBRYO DEFECTIVE 212,   EMB212--EMBRYO DEFECTIVE 212,   LEC1--LEAFY COTYLEDON 1,   NF-YB9--NUCLEAR FACTOR Y, SUBUNIT B9"
AT2G36890,47,47/920,975/31393,6.5933585345801e-4,1.7139931441894725,0.3982388554886381,2.7098785077229705e-4,809,ATMYB38,MYB DOMAIN PROTEIN 38,"BIT1--BLUE INSENSITIVE TRAIT 1,   MYB38--MYB DOMAIN PROTEIN 38,   RAX2--REGULATOR OF AXILLARY MERISTEMS 2"
AT2G32460,63,63/920,1412/31393,6.665742787434324e-4,1.5870372721732866,0.4019442900822897,2.7362462676813737e-4,810,ABS7,ABNORMAL SHOOT 7,"ATM1--ARABIDOPSIS THALIANA MYB 1,   ATMYB101--NA,   MYB101--myb domain protein 101"
AT3G09600,38,38/920,741/31393,6.91211667767042e-4,1.8245290715780438,0.4161094239957593,2.833882608292743e-4,811,LCL5,LHY-CCA1-LIKE5,RVE8--REVEILLE 8
AT1G69540,25,25/920,419/31393,7.044634874458725e-4,2.1323488127924786,0.4233825559549694,2.884656521868874e-4,812,AGL94,AGAMOUS-like 94,NA
AT5G23000,14,14/920,176/31393,7.216899218371115e-4,2.891056398693658,0.4330139531022669,2.951560873442061e-4,813,ATMYB37,NA,"MYB37--myb domain protein 37,   RAX1--REGULATOR OF AXILLARY MERISTEMS 1"
AT3G60580,19,19/920,282/31393,7.232337362863214e-4,2.4221293934078068,0.4332170080355065,2.9542409989582536e-4,814,NA,NA,NA
AT1G29600,22,22/920,351/31393,7.592131449632422e-4,2.2446643990804938,0.4540094606880188,3.096440765674142e-4,815,NA,NA,NA
AT3G53820,13,13/920,157/31393,7.599084706135641e-4,3.018565665476528,0.4540094606880188,3.096440765674142e-4,816,NA,NA,NA
AT5G52660,35,35/920,668/31393,7.618755326123602e-4,1.8643207237184403,0.4540778174369667,3.100656237375885e-4,817,RVE6,REVEILLE 6,NA
AT1G04990,16,16/920,221/31393,8.697207518810245e-4,2.6131223025369783,0.5174838473692096,3.535234107584849e-4,818,NA,NA,NA
AT2G03470,14,14/920,180/31393,8.991741287880428e-4,2.8210298079410028,0.5341094325000975,3.650493257900173e-4,819,NA,NA,NA
AT2G18280,32,32/920,599/31393,9.170704004442096e-4,1.9006677095658602,0.5438227474634163,3.718608635947557e-4,820,AtTLP2,tubby like protein 2,TLP2--tubby like protein 2
AT3G50650,11,11/920,122/31393,9.436984212773999e-4,3.3098053318233105,0.5586694653962208,3.821921133675218e-4,821,NA,NA,NA
AT4G13480,13,13/920,161/31393,9.600003629835722e-4,2.9366058377470945,0.5673602145232911,3.8832131471050815e-4,822,AtMYB79,myb domain protein 79,MYB79--myb domain protein 79
