gene_id,withPeakN,sumRP,RP_rank,log2FoldChange,padj,diff_rank,rankProduct,rankOf_rankProduct,gene_category,symbol,fullname,Second
AT2G27710,3,0.04635635253091932,6463,-5.643101703026889e-4,0.9999650917215911,5030.5,32512121.5,5759,static,NA,NA,NA
AT5G19660,1,0.04633023257322023,6465,-6.0885810260884636e-5,0.9999650917215911,5030.5,32522182.5,5760,static,ATS1P,SITE-1 PROTEASE,"ATSBT6.1--NA,   S1P--SITE-1 protease"
AT3G26500,1,0.046329468937350946,6466,0.003232987406276194,0.9999650917215911,5030.5,32527213,5761,static,PIRL2,plant intracellular ras group-related LRR 2,NA
AT4G36130,1,0.04631075500934932,6467,-4.182319693444254e-4,0.9999650917215911,5030.5,32532243.5,5762,static,NA,NA,NA
AT5G14010,1,0.04626324367828388,6468,0.0023610242879298724,0.9999650917215911,5030.5,32537274,5763,static,KNU,KNUCKLES,NA
AT2G44480,1,0.04625885246422014,6469,0.00847557355032482,0.9999650917215911,5030.5,32542304.5,5764,static,BGLU17,beta glucosidase 17,NA
AT4G08775,1,0.43857007997656494,2795,0,NA,11644,32544980,5765,static,NA,NA,NA
AT3G09240,2,0.04619716012013251,6470,0.0028106079384650636,0.9999650917215911,5030.5,32547335,5766,static,BSK9,brassinosteroid-signaling kinase 9,NA
AT1G01520,4,0.04611008679758899,6473,-0.006781864895695554,0.9999650917215911,5030.5,32562426.5,5767,static,ASG4,ALTERED SEED GERMINATION 4,REV3--REVEILLE 3
AT2G20110,1,0.04603296715212488,6474,-0.0069197809984036995,0.9999650917215911,5030.5,32567457,5768,static,NA,NA,NA
AT4G37280,3,0.04601199271691787,6475,-9.390626775613322e-4,0.9999650917215911,5030.5,32572487.5,5769,static,MRG1,MORF related gene 1,NA
AT2G01390,4,0.045967940553146895,6476,-0.0011712581400821073,0.9999650917215911,5030.5,32577518,5770,static,EMB3111,EMBRYO DEFECTIVE 3111,NA
AT5G15820,2,0.04594866211168716,6477,-2.5777400938813215e-4,0.9999650917215911,5030.5,32582548.5,5771,static,NA,NA,NA
AT1G57943,1,0.045908906508902614,6478,-0.012182654572470449,0.9999650917215911,5030.5,32587579,5772,static,ATPUP17,purine permease 17,PUP17--purine permease 17
AT4G16580,1,0.04588971183364223,6479,-1.4867880554281677e-4,0.9999650917215911,5030.5,32592609.5,5773,static,NA,NA,NA
AT1G28150,1,0.04578594248437083,6481,-3.465136403481242e-4,0.9999650917215911,5030.5,32602670.5,5774,static,NA,NA,NA
AT1G80530,1,0.04576453727512508,6482,-0.0029440494726082345,0.9999650917215911,5030.5,32607701,5775,static,NA,NA,NA
AT1G15220,1,0.04572192280844094,6483,-3.5559501582375333e-4,0.9999650917215911,5030.5,32612731.5,5776,static,ATCCMH,NA,CCMH--NA
AT5G11520,4,0.045700583704769836,6485,-0.00139819798702787,0.9999650917215911,5030.5,32622792.5,5777,static,ASP3,aspartate aminotransferase 3,YLS4--YELLOW-LEAF-SPECIFIC GENE 4
AT1G27900,1,0.045686230422762666,6486,-2.638053781560052e-4,0.9999650917215911,5030.5,32627823,5778,static,NA,NA,NA
AT2G47580,2,0.04567318961937575,6487,8.736971196038838e-4,0.9999650917215911,5030.5,32632853.5,5779,static,U1A,spliceosomal protein U1A,NA
AT1G75720,2,0.04567111091791492,6488,-0.011125206840607308,0.9999650917215911,5030.5,32637884,5780,static,NA,NA,NA
AT5G57330,1,0.04565415881698091,6490,-3.245583866760106e-4,0.9999650917215911,5030.5,32647945,5781,static,NA,NA,NA
AT2G35750,1,0.04563685489225623,6491,-0.0065741438746094736,0.9999650917215911,5030.5,32652975.5,5782,static,NA,NA,NA
AT3G55260,1,0.045617365313652396,6492,-0.0012039669023609966,0.9999650917215911,5030.5,32658006,5783,static,ATHEX2,NA,HEXO1--beta-hexosaminidase 1
AT3G43291,4,0.43559012594208657,2805,0.014159994345163527,NA,11644,32661420,5784,static,NA,NA,NA
AT3G62590,3,0.045604204560990826,6493,-4.255459538177946e-4,0.9999650917215911,5030.5,32663036.5,5785,static,PLIP3,PLASTID LIPAS3,NA
AT3G23900,1,0.04551453347006334,6496,4.6396772102655343e-4,0.9999650917215911,5030.5,32678128,5786,static,NA,NA,NA
AT5G59240,2,0.04551027168142979,6497,0.009742674320246126,0.9999650917215911,5030.5,32683158.5,5787,static,NA,NA,NA
AT3G04790,1,0.04548137971586022,6498,-2.1585519344398038e-4,0.9999650917215911,5030.5,32688189,5788,static,EMB3119,EMBRYO DEFECTIVE 3119,NA
AT2G38140,1,0.04544919561950303,6499,-3.0984734582508827e-4,0.9999650917215911,5030.5,32693219.5,5789,static,PSRP4,plastid-specific ribosomal protein 4,NA
AT2G43320,3,0.04536551838128644,6503,-0.002117452395568095,0.9999650917215911,5030.5,32713341.5,5790,static,NA,NA,NA
AT4G33530,2,0.04530974969126714,6505,-7.301425654591924e-5,0.9999650917215911,5030.5,32723402.5,5791,static,KUP5,K+ uptake permease 5,NA
AT5G41580,1,0.04528971900315621,6506,1.3095954245742774e-4,0.9999650917215911,5030.5,32728433,5792,static,PIAL2,PROTEIN INHIBITOR OF ACTIVATED STAT LIKE 2,NA
AT5G66330,5,0.04526878819116603,6507,-5.866541503500518e-4,0.9999650917215911,5030.5,32733463.5,5793,static,NA,NA,NA
AT1G35680,1,0.045255884624010714,6508,-2.2673780368961895e-4,0.9999650917215911,5030.5,32738494,5794,static,RPL21C,chloroplast ribosomal protein L21,NA
AT1G18450,1,0.0452433659978051,6509,4.6236559468911545e-4,0.9999650917215911,5030.5,32743524.5,5795,static,ARP4,actin-related protein 4,ATARP4--actin-related protein 4
AT4G25340,1,0.045199600752655125,6511,5.530975028841657e-4,0.9999650917215911,5030.5,32753585.5,5796,static,ATFKBP53,NA,FKBP53--FK506 BINDING PROTEIN 53
AT3G16590,3,0.04508250951627321,6512,-0.003613848148729248,0.9999650917215911,5030.5,32758616,5797,static,NA,NA,NA
AT1G68185,1,0.04506233770291657,6513,-2.3405021013766337e-4,0.9999650917215911,5030.5,32763646.5,5798,static,NA,NA,NA
AT1G54850,1,0.045062260456572606,6514,-6.566077262573643e-4,0.9999650917215911,5030.5,32768677,5799,static,NA,NA,NA
AT1G04340,1,0.04501948388945168,6515,-8.665139553910478e-4,0.9999650917215911,5030.5,32773707.5,5800,static,NA,NA,NA
AT3G02130,4,0.04499585399114171,6516,4.5943661045927907e-4,0.9999650917215911,5030.5,32778738,5801,static,CLI1,clv3 peptide insensitive 1,"RPK2--receptor-like protein kinase 2,   TOAD2--TOADSTOOL 2"
AT1G05850,1,0.04486908764342918,6518,-1.7818671878080692e-4,0.9999650917215911,5030.5,32788799,5802,static,ATCTL1,NA,"CTL1--CHITINASE-LIKE PROTEIN 1,   ELP--ECTOPIC DEPOSITION OF LIGNIN IN PITH,   ELP1--ECTOPIC DEPOSITION OF LIGNIN IN PITH 1,   ERH2--ECTOPIC ROOT HAIR 2,   HOT2--SENSITIVE TO HOT TEMPERATURES 2,   POM1--POM-POM1"
AT1G62170,1,0.044844519805383926,6519,-0.0018161217517032844,0.9999650917215911,5030.5,32793829.5,5803,static,NA,NA,NA
AT4G33540,2,0.0448410953824694,6520,7.879100535171106e-5,0.9999650917215911,5030.5,32798860,5804,static,NA,NA,NA
AT4G30640,4,0.04478507403996049,6524,0.002925554472058625,0.9999650917215911,5030.5,32818982,5805,static,NA,NA,NA
AT5G54000,1,0.044771008051812944,6525,-0.00494409861975781,0.9999650917215911,5030.5,32824012.5,5806,static,NA,NA,NA
AT2G35765,1,0.4332714802396161,2819,-0.04073359194354526,NA,11644,32824436,5807,static,NA,NA,NA
AT1G10385,1,0.044765997941234446,6526,0.00825204099807619,0.9999650917215911,5030.5,32829043,5808,static,NA,NA,NA
AT5G55260,1,0.044763120418974796,6527,8.35136318319484e-4,0.9999650917215911,5030.5,32834073.5,5809,static,PP4-2,PP4 catalytic (PP4c) subunit 2,"PPX-2--PROTEIN PHOSPHATASE X -2,   PPX2--protein phosphatase X 2"
AT5G08985,1,0.433204817770632,2820,0.007903081576911787,NA,11644,32836080,5810,static,NA,NA,NA
AT3G01910,2,0.04476308178218879,6528,1.4426061418692122e-4,0.9999650917215911,5030.5,32839104,5811,static,AT-SO,NA,"AtSO--NA,   SOX--sulfite oxidase"
AT4G20020,1,0.0447111817857937,6530,5.472613304416134e-4,0.9999650917215911,5030.5,32849165,5812,static,MORF1,multiple organellar RNA editing factor 1,NA
AT2G20825,1,0.04461846264496485,6532,5.079598132974763e-4,0.9999650917215911,5030.5,32859226,5813,static,ULT2,ULTRAPETALA 2,NA
AT2G40630,2,0.04453345629795461,6533,-4.0307929484954136e-4,0.9999650917215911,5030.5,32864256.5,5814,static,NA,NA,NA
AT1G51530,1,0.04451060989685322,6534,0.002448258415832077,0.9999650917215911,5030.5,32869287,5815,static,NA,NA,NA
AT3G45243,4,0.432206924992413,2823,0,NA,11644,32871012,5816,static,NA,NA,NA
AT4G00467,1,0.04447523508880956,6535,0.009337528105677,0.9999650917215911,5030.5,32874317.5,5817,static,NA,NA,NA
AT1G54890,1,0.04447269043960879,6536,0.003242839855150478,0.9999650917215911,5030.5,32879348,5818,static,NA,NA,NA
AT5G67270,3,0.044417920037920555,6538,-0.0010791758941063887,0.9999650917215911,5030.5,32889409,5819,static,ATEB1C,MICROTUBULE END BINDING PROTEIN 1,"ATEB1H1--ATEB1-HOMOLOG1,   EB1C--end binding protein 1C"
AT4G14760,2,0.04428051633217395,6539,-0.0043971299181724205,0.9999650917215911,5030.5,32894439.5,5820,static,NET1B,Networked 1B,NA
AT5G67130,1,0.044218623939900614,6540,-0.0034634501816083085,0.9999650917215911,5030.5,32899470,5821,static,NA,NA,NA
AT1G17180,1,0.04419049261458101,6541,0.0013231495910725661,0.9999650917215911,5030.5,32904500.5,5822,static,ATGSTU25,glutathione S-transferase TAU 25,GSTU25--glutathione S-transferase TAU 25
AT3G02125,4,0.04415245820863396,6542,-7.672341394380945e-4,0.9999650917215911,5030.5,32909531,5823,static,NA,NA,NA
AT1G79530,1,0.044113584958014755,6543,-1.5293872842498132e-5,0.9999650917215911,5030.5,32914561.5,5824,static,GAPCP-1,glyceraldehyde-3-phosphate dehydrogenase of plastid 1,NA
AT5G52471,2,0.044090882469002585,6544,0.010616157629087419,0.9999650917215911,5030.5,32919592,5825,static,U60.1F,NA,NA
AT2G29470,2,0.044086759038169755,6545,0.010221764811805052,0.9999650917215911,5030.5,32924622.5,5826,static,ATGSTU3,glutathione S-transferase tau 3,"GST21--GLUTATHIONE S-TRANSFERASE 21,   GSTU3--glutathione S-transferase tau 3"
AT5G40810,2,0.04408025466544202,6546,3.542458378673648e-4,0.9999650917215911,5030.5,32929653,5827,static,NA,NA,NA
AT4G34550,1,0.04406973131970256,6547,0.015114220590676014,0.9999650917215911,5030.5,32934683.5,5828,static,NA,NA,NA
AT2G21730,1,0.04398386453163422,6548,-0.03139286914729966,0.9999650917215911,5030.5,32939714,5829,static,ATCAD2,NA,CAD2--cinnamyl alcohol dehydrogenase homolog 2
AT1G13280,3,0.043954994099438545,6549,-0.0016753170969556555,0.9999650917215911,5030.5,32944744.5,5830,static,AOC4,allene oxide cyclase 4,NA
AT3G17790,1,0.04378346573012868,6552,-0.0036622707347800376,0.9999650917215911,5030.5,32959836,5831,static,ATACP5,NA,"ATPAP17--NA,   PAP17--purple acid phosphatase 17"
AT5G67030,2,0.043752261332982635,6553,-0.0011475532673971601,0.9999650917215911,5030.5,32964866.5,5832,static,ABA1,ABA DEFICIENT 1,"ATABA1--ARABIDOPSIS THALIANA ABA DEFICIENT 1,   ATZEP--ARABIDOPSIS THALIANA ZEAXANTHIN EPOXIDASE,   IBS3--IMPAIRED IN BABA-INDUCED STERILITY 3,   LOS6--LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6,   NPQ2--NON-PHOTOCHEMICAL QUENCHING 2,   ZEP--ZEAXANTHIN EPOXIDASE"
AT1G78810,2,0.04371269798953042,6554,-7.734286765223255e-5,0.9999650917215911,5030.5,32969897,5833,static,NA,NA,NA
AT5G03835,2,0.43122249437602905,2832,0,NA,11644,32975808,5834,static,NA,NA,NA
AT2G27490,1,0.043691034244132884,6556,-0.002800997366315595,0.9999650917215911,5030.5,32979958,5835,static,ATCOAE,NA,NA
AT3G07000,1,0.04363152991670735,6558,0.003378366768552224,0.9999650917215911,5030.5,32990019,5836,static,NA,NA,NA
AT3G51650,1,0.043614276051555025,6559,3.8088925371795526e-4,0.9999650917215911,5030.5,32995049.5,5837,static,NA,NA,NA
AT3G49130,1,0.04357529545213192,6560,-2.3721288110132682e-4,0.9999650917215911,5030.5,33000080,5838,static,NA,NA,NA
AT1G04350,1,0.04351610761426232,6561,5.136517510673441e-4,0.9999650917215911,5030.5,33005110.5,5839,static,NA,NA,NA
AT5G01730,3,0.043499777774054275,6562,-0.0010851236558148032,0.9999650917215911,5030.5,33010141,5840,static,ATSCAR4,NA,"SCAR4--SCAR family protein 4,   WAVE3--NA"
AT2G33010,2,0.043441842760456054,6565,-0.002989574702872159,0.9999650917215911,5030.5,33025232.5,5841,static,NA,NA,NA
AT5G13230,3,0.043419311886286976,6566,0.0028360172926802773,0.9999650917215911,5030.5,33030263,5842,static,NA,NA,NA
AT2G09040,2,0.4305898477854504,2837,0.07766462246426518,NA,11644,33034028,5843,static,NA,NA,NA
AT5G18830,1,0.04338668795736728,6567,1.5095683249104363e-4,0.9999650917215911,5030.5,33035293.5,5844,static,ATSPL7,SQUAMOSA PROMOTER BINDING PROTEIN-LIKE 7,SPL7--squamosa promoter binding protein-like 7
AT1G69020,1,0.04330440657646706,6568,-0.0013159098584011842,0.9999650917215911,5030.5,33040324,5845,static,NA,NA,NA
AT5G40900,2,0.04327559891217482,6569,0.013495986183174314,0.9999650917215911,5030.5,33045354.5,5846,static,NA,NA,NA
AT2G23830,1,0.04326437179894876,6570,-0.008936450039053832,0.9999650917215911,5030.5,33050385,5847,static,PVA31,NA,NA
AT3G63052,4,0.04324448565150149,6573,-0.016913266490648143,0.9999650917215911,5030.5,33065476.5,5848,static,NA,NA,NA
AT5G20720,5,0.0432312827614801,6574,3.4716979106641623e-6,0.9999650917215911,5030.5,33070507,5849,static,ATCPN21,NA,"CHCPN10--CHLOROPLAST CHAPERONIN 10,   CPN10--CHLOROPLAST CHAPERONIN 10,   CPN20--chaperonin 20,   CPN21--NA"
AT3G61480,1,0.043149819525099775,6577,-4.251050448835709e-4,0.9999650917215911,5030.5,33085598.5,5850,static,NA,NA,NA
AT3G06880,2,0.04312207564972248,6579,-0.003866925248319886,0.9999650917215911,5030.5,33095659.5,5851,static,NA,NA,NA
AT3G12977,1,0.04310776767338845,6580,-0.0029941411666219962,0.9999650917215911,5030.5,33100690,5852,static,NAC1L,NAC1 like,NA
AT1G48460,2,0.04310235219281634,6581,-3.816817473907476e-4,0.9999650917215911,5030.5,33105720.5,5853,static,NA,NA,NA
AT1G02640,1,0.04304069323066034,6583,-0.007223580407889135,0.9999650917215911,5030.5,33115781.5,5854,static,ATBXL2,BETA-XYLOSIDASE 2,BXL2--beta-xylosidase 2
AT2G36530,2,0.04292240256563027,6586,7.948279481513085e-4,0.9999650917215911,5030.5,33130873,5855,static,ENO2,enolase 2,LOS2--LOW EXPRESSION OF OSMOTICALLY RESPONSIVE GENES 2
AT1G32160,1,0.04290163301176212,6588,-0.002137093404012079,0.9999650917215911,5030.5,33140934,5856,static,NA,NA,NA
AT2G38130,1,0.04284879879999044,6589,-0.0010683670922032294,0.9999650917215911,5030.5,33145964.5,5857,static,ATMAK3,NA,NA
AT4G17243,1,0.04283916945407565,6591,0.004970659928158114,0.9999650917215911,5030.5,33156025.5,5858,static,NA,NA,NA
AT1G02680,1,0.04282124601442504,6593,9.090466482251511e-4,0.9999650917215911,5030.5,33166086.5,5859,static,TAF13,TBP-associated factor 13,NA
AT2G44065,2,0.04278137166496607,6594,7.666455162091368e-4,0.9999650917215911,5030.5,33171117,5860,static,NA,NA,NA
AT4G19390,1,0.04277485955034443,6595,0.0012445242595562546,0.9999650917215911,5030.5,33176147.5,5861,static,NA,NA,NA
AT3G01920,2,0.0427460210445537,6596,-3.146056222868881e-4,0.9999650917215911,5030.5,33181178,5862,static,NA,NA,NA
AT4G04905,1,0.4272569120933906,2850,0,NA,11644,33185400,5863,static,NA,NA,NA
AT2G17320,1,0.04274515638543635,6597,4.6538801757436146e-4,0.9999650917215911,5030.5,33186208.5,5864,static,NA,NA,NA
AT1G25570,2,0.042694742836183866,6598,-8.968988318676775e-4,0.9999650917215911,5030.5,33191239,5865,static,NA,NA,NA
AT1G70160,1,0.04268572427920445,6599,-8.502869699791122e-4,0.9999650917215911,5030.5,33196269.5,5866,static,NA,NA,NA
AT4G37190,1,0.042675485802214315,6600,-7.072329889409792e-4,0.9999650917215911,5030.5,33201300,5867,static,NA,NA,NA
AT3G05310,2,0.04263338853216813,6601,0.023192402240443097,0.9999650917215911,5030.5,33206330.5,5868,static,MIRO3,MIRO-related GTP-ase 3,NA
AT5G16260,1,0.042626539941437246,6602,-1.3709746546254866e-4,0.9999650917215911,5030.5,33211361,5869,static,ELF9,EARLY FLOWERING 9,NA
AT4G21610,1,0.04259344479033521,6604,1.5070679218465627e-4,0.9999650917215911,5030.5,33221422,5870,static,LOL2,lsd one like 2,NA
AT5G48220,1,0.042541908242581895,6605,-1.9006538475748156e-5,0.9999650917215911,5030.5,33226452.5,5871,static,NA,NA,NA
AT5G54110,1,0.04253745218517037,6606,-1.8286353382539086e-4,0.9999650917215911,5030.5,33231483,5872,static,ATMAMI,membrane-associated mannitol-induced,MAMI--membrane-associated mannitol-induced
AT5G66720,1,0.04253056653530705,6607,-5.406258547981486e-4,0.9999650917215911,5030.5,33236513.5,5873,static,NA,NA,NA
AT4G03120,2,0.042523969408485754,6608,3.043449388207564e-4,0.9999650917215911,5030.5,33241544,5874,static,NA,NA,NA
AT1G72500,1,0.04244202596768052,6609,-0.013523960108244986,0.9999650917215911,5030.5,33246574.5,5875,static,NA,NA,NA
AT4G28720,5,0.0424290366093638,6610,0.005028132135939125,0.9999650917215911,5030.5,33251605,5876,static,CKRC2,cytokinin induced root curling 2,YUC8--YUCCA 8
AT5G62970,1,0.04237422668960488,6611,0.019428046878307657,0.9999650917215911,5030.5,33256635.5,5877,static,NA,NA,NA
AT1G34390,3,0.04233307512702656,6613,-9.515297887936244e-4,0.9999650917215911,5030.5,33266696.5,5878,static,ARF22,auxin response factor 22,NA
AT3G25640,1,0.042323644837341294,6614,-0.00564257151049233,0.9999650917215911,5030.5,33271727,5879,static,NA,NA,NA
AT5G59250,2,0.04231567554906124,6615,3.5035695379016704e-5,0.9999650917215911,5030.5,33276757.5,5880,static,HP59,NA,pSUT--plastidic sugar transporter
AT2G45940,3,0.0422449183165985,6616,0.008045073067033368,0.9999650917215911,5030.5,33281788,5881,static,AtDOA6,DUF295 Organellar A 6,NA
AT2G29690,1,0.04221190196183859,6617,6.154923766627174e-4,0.9999650917215911,5030.5,33286818.5,5882,static,ASA2,anthranilate synthase 2,ATHANSYNAB--NA
AT2G09725,2,0.4248835172491462,2859,-0.004747481463782113,NA,11644,33290196,5883,static,NA,NA,NA
AT5G66320,2,0.04215102043332088,6618,-2.1998523230102807e-4,0.9999650917215911,5030.5,33291849,5884,static,GATA5,GATA transcription factor 5,NA
AT4G04740,2,0.04213921050173709,6619,0.0011800301491192257,0.9999650917215911,5030.5,33296879.5,5885,static,ATCPK23,NA,CPK23--calcium-dependent protein kinase 23
AT3G26440,1,0.04212038453092191,6621,-0.006930512741081947,0.9999650917215911,5030.5,33306940.5,5886,static,NA,NA,NA
AT2G30980,1,0.042117306916476915,6622,-4.173483628617493e-4,0.9999650917215911,5030.5,33311971,5887,static,ASKdZeta,SHAGGY-related protein kinase dZeta,"ATSK2-2--A. THALIANA SHAGGY-LIKE KINASE GROUP 2 2,   ATSK23--SHAGGY-LIKE PROTEIN KINASE 23,   BIL1--BIN2-LIKE 1,   SKdZeta--SHAGGY-related protein kinase dZeta"
AT5G60215,1,0.4233337808632967,2862,0,NA,11644,33325128,5888,static,NA,NA,NA
AT4G23810,1,0.041998068281752295,6626,0.00464420935988132,0.9999650917215911,5030.5,33332093,5889,static,ATWRKY53,NA,WRKY53--NA
AT5G45840,2,0.041957981363023714,6627,-0.00162939650876018,0.9999650917215911,5030.5,33337123.5,5890,static,MDIS1,MALE DISCOVERER1,NA
AT5G03885,1,0.04189737815054972,6628,5.674498359979818e-4,0.9999650917215911,5030.5,33342154,5891,static,NA,NA,NA
AT5G19670,1,0.04181306860083481,6629,1.226412304128319e-4,0.9999650917215911,5030.5,33347184.5,5892,static,NA,NA,NA
AT1G56610,1,0.041791063732517814,6630,0.001188989244200917,0.9999650917215911,5030.5,33352215,5893,static,NA,NA,NA
AT3G54826,2,0.041762515638021996,6632,8.632150437842865e-4,0.9999650917215911,5030.5,33362276,5894,static,ZR3,zinc ribbon 3,NA
AT5G24240,1,0.04174892922368653,6633,0.008753618708358503,0.9999650917215911,5030.5,33367306.5,5895,static,AtPI4Kgamma3,NA,MOP9.5--NA
AT4G38480,2,0.0417270286112576,6634,-3.8172330425743445e-4,0.9999650917215911,5030.5,33372337,5896,static,ABD1,ABA-hypersensitive DCAF 1,NA
AT1G80960,1,0.04168458911305489,6635,-9.905094948542716e-4,0.9999650917215911,5030.5,33377367.5,5897,static,NA,NA,NA
AT2G46240,1,0.04166782588414337,6636,-4.1810249212474455e-4,0.9999650917215911,5030.5,33382398,5898,static,ATBAG6,ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 6,BAG6--BCL-2-associated athanogene 6
AT4G27720,3,0.041654135555926126,6637,-8.540473211748538e-4,0.9999650917215911,5030.5,33387428.5,5899,static,NA,NA,NA
AT3G20810,2,0.041548789600831526,6638,-0.0013303267362494307,0.9999650917215911,5030.5,33392459,5900,static,JMJ30,Jumonji C domain-containing protein 30,JMJD5--jumonji domain containing 5
AT1G69250,2,0.04150946955381146,6640,-3.733071591337381e-4,0.9999650917215911,5030.5,33402520,5901,static,NA,NA,NA
AT1G54840,1,0.04137959959666616,6641,-0.0010515325601572665,0.9999650917215911,5030.5,33407550.5,5902,static,IDM2,increased DNA methylation 2,ROS5--NA
AT3G51130,2,0.041373999492447536,6642,3.296161179653508e-4,0.9999650917215911,5030.5,33412581,5903,static,NA,NA,NA
AT1G44110,2,0.04135981191874184,6643,-0.0038290638754764077,0.9999650917215911,5030.5,33417611.5,5904,static,CYCA1;1,Cyclin A1;1,NA
AT5G09755,1,0.4218790601607673,2870,0,NA,11644,33418280,5905,static,NA,NA,NA
AT5G15620,4,0.04130419724927765,6644,0.009250999546309004,0.9999650917215911,5030.5,33422642,5906,static,NA,NA,NA
AT3G61450,2,0.04122570369195723,6645,0.002528929444118592,0.9999650917215911,5030.5,33427672.5,5907,static,ATSYP73,NA,SYP73--syntaxin of plants 73
AT3G24517,2,0.42100919825832445,2871,-0.010585357953921749,NA,11644,33429924,5908,static,NA,NA,NA
AT1G58100,1,0.041154520006826595,6647,-6.096740190591697e-4,0.9999650917215911,5030.5,33437733.5,5909,static,AtTCP8,NA,TCP8--TCP domain protein 8
AT4G04385,5,0.4208390314873252,2872,0.007903081576911787,NA,11644,33441568,5910,static,NA,NA,NA
AT3G26220,2,0.04114786338736419,6650,0.016616605134275528,0.9999650917215911,5030.5,33452825,5911,static,CYP71B3,"cytochrome P450, family 71, subfamily B, polypeptide 3",NA
AT4G37740,4,0.04109058986888913,6651,0.001966812222147837,0.9999650917215911,5030.5,33457855.5,5912,static,AtGRF2,growth-regulating factor 2,GRF2--growth-regulating factor 2
AT2G45930,3,0.04107319246513748,6652,0.011350883685020784,0.9999650917215911,5030.5,33462886,5913,static,NA,NA,NA
AT3G55735,1,0.420504122988751,2874,0,NA,11644,33464856,5914,static,NA,NA,NA
AT4G20030,1,0.04105721242219761,6653,-0.002299430366383399,0.9999650917215911,5030.5,33467916.5,5915,static,NA,NA,NA
AT2G35658,2,0.04103382207532765,6654,0.0031765375012702763,0.9999650917215911,5030.5,33472947,5916,static,NA,NA,NA
AT1G09510,2,0.04102936647901036,6655,0.005551824553329083,0.9999650917215911,5030.5,33477977.5,5917,static,NA,NA,NA
AT4G25050,2,0.041018345164067306,6656,-1.474818554378484e-4,0.9999650917215911,5030.5,33483008,5918,static,ACP4,acyl carrier protein 4,AtACP4--NA
AT5G38030,1,0.04100959384564351,6657,0.00449886221191231,0.9999650917215911,5030.5,33488038.5,5919,static,NA,NA,NA
AT5G66600,4,0.04094138152781936,6661,-9.922842863154706e-4,0.9999650917215911,5030.5,33508160.5,5920,static,NA,NA,NA
AT3G01765,4,0.41973926280882096,2878,0,NA,11644,33511432,5921,static,NA,NA,NA
AT5G25930,1,0.04088190256363283,6663,0.0022840488420125234,0.9999650917215911,5030.5,33518221.5,5922,static,NA,NA,NA
AT1G06873,1,0.4196668136752268,2879,0,NA,11644,33523076,5923,static,U1-14p,NA,NA
AT4G05730,1,0.419622200093163,2880,0.027020222899069,NA,11644,33534720,5924,static,NA,NA,NA
AT5G14060,1,0.04079081677329188,6667,6.591603979642501e-5,0.9999650917215911,5030.5,33538343.5,5925,static,CARAB-AK-LYS,NA,NA
AT3G02410,1,0.04077990121834883,6668,0.01198534681287171,0.9999650917215911,5030.5,33543374,5926,static,ICME-LIKE2,Isoprenylcysteine methylesterase-like 2,NA
AT1G54110,1,0.040720832369016725,6669,-3.1299876447571297e-4,0.9999650917215911,5030.5,33548404.5,5927,static,NA,NA,NA
AT3G24530,3,0.04071769787426341,6670,-0.0018307448722626393,0.9999650917215911,5030.5,33553435,5928,static,NA,NA,NA
AT5G20260,3,0.040666824796115705,6671,0.004156107749607995,0.9999650917215911,5030.5,33558465.5,5929,static,NA,NA,NA
AT3G14730,2,0.04065314286707294,6672,1.3107755709428686e-4,0.9999650917215911,5030.5,33563496,5930,static,NA,NA,NA
AT2G23100,1,0.04064711917885872,6673,-0.001166633946685731,0.9999650917215911,5030.5,33568526.5,5931,static,NA,NA,NA
AT4G15630,3,0.040581800257042173,6674,-0.0024383532913510547,0.9999650917215911,5030.5,33573557,5932,static,CASPL1E1,CASP-like protein 1E1,NA
AT3G51990,2,0.040578879670474355,6675,-6.825650691525525e-4,0.9999650917215911,5030.5,33578587.5,5933,static,NA,NA,NA
AT3G07440,1,0.040532623125877236,6676,5.151001267285726e-4,0.9999650917215911,5030.5,33583618,5934,static,NA,NA,NA
AT1G27310,1,0.04047024219014427,6677,-2.7498321410825445e-5,0.9999650917215911,5030.5,33588648.5,5935,static,NTF2A,nuclear transport factor 2A,NA
AT5G45810,2,0.0404571448054116,6678,0.001143408721848533,0.9999650917215911,5030.5,33593679,5936,static,CIPK19,CBL-interacting protein kinase 19,SnRK3.5--SNF1-RELATED PROTEIN KINASE 3.5
AT1G61380,1,0.04044013331465375,6680,3.4965612473107286e-4,0.9999650917215911,5030.5,33603740,5937,static,LORE,ipooligosaccharide-specific reduced elicitation,SD1-29--S-domain-1 29
AT1G24147,1,0.04037743571303403,6681,-0.0038976687005773765,0.9999650917215911,5030.5,33608770.5,5938,static,NA,NA,NA
AT5G14210,2,0.040315643088704806,6682,-0.0023336182422424735,0.9999650917215911,5030.5,33613801,5939,static,NA,NA,NA
AT1G76590,2,0.0403079706777441,6683,-0.004135106827467154,0.9999650917215911,5030.5,33618831.5,5940,static,NA,NA,NA
AT3G22590,1,0.04030714454189891,6684,3.607310112251606e-4,0.9999650917215911,5030.5,33623862,5941,static,CDC73,NA,PHP--PLANT HOMOLOGOUS TO PARAFIBROMIN
